5, 1352, -252, 14928, 182, -395, -96
17, 1352, -168, 15120, 181, -394, -176
30, 1156, -224, 15000, 221, -292, -193
71, 1168, -292, 14980, 202, -307, -106
113, 1408, -332, 15024, 91, -273, -56
153, 1276, -260, 15040, -2, -366, -134
195, 1384, -264, 15116, -63, -547, 18
236, 1416, -336, 14864, -43, -520, -52
277, 1380, -236, 14840, 230, -40, 39
317, 1212, -328, 15032, 366, -62, -149
359, 1312, -308, 15168, 329, 179, -188
400, 1232, -556, 14756, 150, -175, -271
443, 1316, -316, 14812, 161, -183, -229
485, 1468, -332, 15208, 212, -94, -149
527, 1124, -408, 15104, 155, -220, -291
570, 1496, -372, 15036, 231, -179, 81
610, 1324, -352, 15148, 200, -238, -142
653, 1224, -264, 15200, 49, -221, -114
695, 1204, -476, 14920, 192, -66, -34
735, 1220, -412, 15032, 130, -162, -162
778, 1336, -304, 14964, 119, -489, -217
820, 1228, -364, 14844, 102, -242, -121
863, 1208, -204, 14972, 286, -265, 49
904, 1348, -360, 15036, 136, -147, -124
946, 1288, -424, 14884, 188, -156, 121
988, 1352, -304, 15040, 256, -251, -3
1029, 1124, -328, 15000, 293, -99, -133
1071, 1160, -436, 15184, 147, -327, -165
1115, 1228, -248, 15024, 109, -210, -378
1159, 1336, -452, 14964, 282, -250, -180
1202, 1380, -372, 15024, 245, -220, -83
1245, 1320, -432, 14992, 316, -170, 15
1286, 1344, -264, 15200, 210, -98, -172
1329, 1224, -332, 15132, 108, -310, -161
1373, 1192, -264, 15136, 108, -234, -16
1415, 1272, -388, 14840, 195, -267, -214
1459, 1240, -436, 15076, 172, -279, -35
1502, 1124, -236, 15036, 269, -334, -294
1545, 1176, -328, 14988, 301, -84, -178
1588, 1344, -208, 15140, 212, -316, -211
1632, 1220, -400, 15044, 107, -228, -330
1675, 1312, -336, 14920, 122, -300, 2
1716, 1324, -96, 15048, 295, -322, -151
1759, 1136, -416, 15240, 220, -202, -205
1802, 1212, -216, 14912, 147, -277, -48
1845, 1344, -168, 14960, 207, -267, -164
1888, 1284, -320, 14884, 179, -475, -56
1931, 1240, -248, 14912, 155, -441, -137
1975, 1400, -304, 14860, 196, -108, -48
2017, 1292, -340, 14972, 196, -335, -197
2061, 1208, -304, 15048, 135, -257, -96
2104, 1388, -320, 15000, 169, -288, -249
2147, 1460, -268, 15124, 118, -176, -206
2191, 1264, -332, 14840, 184, -203, -64
2234, 1332, -256, 14992, 176, -258, -253
2277, 1284, -280, 15200, 233, -308, -62
2320, 1392, -284, 15120, 193, -314, -234
2364, 1340, -300, 15008, 213, -263, -67
2406, 1248, -308, 14948, 195, -218, -122
2450, 1300, -300, 14980, 266, -343, -222
2494, 1288, -268, 15036, 145, -222, -189
2537, 1364, -296, 15016, 207, -221, -298
2581, 1380, -316, 14956, 196, -235, -140
2625, 1468, -228, 15084, 255, -284, -178
2668, 1388, -244, 15088, 202, -56, -7
2709, 1308, -228, 15168, 124, -314, -160
2752, 1228, -316, 15148, 109, -244, -76
2795, 1336, -396, 14912, 140, -259, -231
2839, 1372, -396, 14796, 246, -60, -80
2880, 1272, -272, 14908, 172, -335, -234
2924, 1348, -384, 15020, 162, -322, -87
