5, 2264, 976, 14660, 330, -450, -65
17, 2340, 944, 14892, 196, -403, -144
30, 2408, 912, 15064, 147, -250, -276
68, 2088, 992, 15144, 325, -210, -290
109, 1848, 1332, 15000, 220, -302, -25
150, 2436, 892, 15192, 268, -209, -127
192, 2064, 1144, 15068, 254, -222, -203
235, 2344, 1024, 15248, 279, -375, -68
276, 2348, 988, 14880, 125, -411, -361
318, 1964, 1144, 14748, -8, -480, -109
360, 2040, 1040, 14780, 15, 114, -91
399, 2136, 1056, 15244, -7, -458, 58
439, 2344, 984, 15104, 57, -102, -100
479, 2440, 848, 15132, -83, -297, -93
520, 2220, 992, 14820, 51, -158, -360
561, 2008, 1048, 15080, -25, -145, -231
603, 2132, 972, 14924, -129, -302, -207
646, 2192, 960, 15200, 110, -70, -301
686, 2116, 1012, 15156, 149, -283, -155
729, 2352, 876, 14952, 180, 21, -292
769, 2348, 752, 15316, 192, -251, -274
809, 2032, 892, 14776, 233, -78, -352
850, 1716, 1020, 15068, 185, 35, -178
891, 2416, 720, 15000, 37, -328, -84
930, 2156, 748, 14872, 66, 44, -436
969, 1924, 956, 14992, 164, 13, -230
1008, 2000, 772, 14904, 113, -63, -146
1050, 2220, 784, 15240, 41, -285, -320
1092, 2032, 872, 15096, 147, -562, -140
1134, 2124, 736, 14904, 25, -161, -351
1176, 1928, 980, 14948, 80, -306, -299
1217, 1948, 904, 15260, 193, -130, 27
1258, 2340, 672, 15152, 267, -461, -181
1301, 2240, 872, 14816, 71, -255, -130
1342, 2072, 764, 15236, 255, -300, -381
1385, 2004, 920, 14744, 282, -243, -230
1428, 1984, 868, 14976, 87, -225, -219
1469, 1780, 1124, 15476, 227, -238, -160
1513, 2068, 812, 15012, 299, -215, 61
1553, 2456, 732, 15116, 357, -118, -312
1596, 2088, 908, 14904, 189, -293, -190
1639, 2108, 876, 15092, 230, -271, -247
1681, 2136, 720, 14912, 150, -168, -285
1724, 2040, 856, 15100, 214, -95, -188
1766, 2072, 848, 15124, 178, -437, -168
1808, 2236, 820, 14936, 202, -460, -172
1851, 1924, 1016, 15024, 141, -232, -288
1895, 2116, 864, 15008, 222, -318, -160
1937, 2004, 840, 14888, 129, -220, -204
1980, 2020, 892, 14968, 79, -226, -26
2020, 2144, 892, 14952, 196, -248, -241
2063, 2168, 928, 15388, 168, -114, -77
2105, 2456, 736, 14920, 160, -417, -205
2147, 2068, 912, 15136, 146, -226, -463
2190, 1944, 888, 14788, 67, -282, -383
2232, 2012, 688, 14960, -23, -213, -171
2274, 1708, 936, 14792, -149, -292, -135
2318, 1600, 644, 15064, -32, -266, 285
2360, 1024, 632, 15044, 99, -567, 834
2400, 136, 820, 14756, -374, -342, 1568
2443, -540, 792, 15872, 193, -515, 2981
2485, 420, 652, 15468, 650, -1094, 4426
2528, 1344, 580, 15576, 1057, -1558, 5987
2573, 1880, 824, 15572, 1551, -1114, 6478
2617, 2232, 860, 15768, 2243, -1216, 7272
2662, 2996, 1084, 15800, 2458, -1837, 7087
2708, 3176, 1232, 15588, 3225, -2244, 8706
2753, 5328, 652, 16388, 3908, -2145, 7321
2798, 4148, 2776, 16976, 4399, -3921, 6045
2844, 6348, 1940, 16484, 6047, -2366, 5636
2890, 5412, 3512, 13520, 5613, -2998, 3973
2935, 6932, 2660, 15940, 6846, -2229, 2462
2981, 8728, 2388, 14240, 6507, -2639, -871
3027, 7100, 3912, 15336, 6296, -1615, -2805
3074, 8764, 3432, 13096, 6997, -1984, -4669
3121, 6944, 4576, 12924, 6480, -1777, -6718
3168, 7052, 4388, 11800, 6029, -660, -8645
3213, 7328, 4364, 9656, 3721, -1125, -10928
3260, 3828, 5296, 9596, 803, 146, -14363
3304, 2636, 5684, 9436, -1608, 1051, -13882
3350, 880, 5568, 10220, -2874, 1550, -14158
3397, -1060, 4736, 10796, -4883, 2354, -13159
3446, -2680, 4768, 13128, -6480, -773, -10105
3495, -2264, 4088, 12992, -6606, 713, -8588
3542, -2180, 3880, 14856, -5520, -1395, -7061
3591, -1244, 2720, 12980, -4691, -882, -5547
3639, -4004, 4372, 17028, -3284, -711, -3544
3687, -920, 3004, 13356, -3987, -2985, -1684
3734, -2860, 3524, 14928, -3460, -2426, 87
3780, -420, 2200, 13848, -4460, -930, -505
3826, -4188, 3928, 16420, -4988, -1621, 1363
3873, -2400, 2356, 15992, -4651, -1001, 3568
3921, -4260, 3320, 15900, -3620, -1947, 6776
3970, 408, 592, 16988, -4249, -3538, 7891
4014, 392, 1080, 17380, -1149, -1767, 6946
4060, 1356, 1164, 17220, -1515, -5259, 8442
4107, 4620, 40, 15208, 486, -1957, 7098
4149, 4708, 436, 15224, -138, -1798, 5574
4194, 6016, -192, 14568, -299, -2093, 3759
4240, 3868, 1012, 16028, 559, 393, 2885
4282, 4888, 136, 16136, 453, -1658, 2926
4326, 4676, 416, 14708, 1247, 85, 647
4367, 3128, 1060, 14956, 1299, -43, 949
4409, 4160, 588, 14636, 532, -349, 182
4451, 2764, 1028, 14804, 493, -245, -41
4494, 3080, 628, 14496, 593, -670, 483
4535, 3296, 352, 14696, 402, 280, -362
4577, 2504, 820, 15268, 352, -476, -307
4620, 2728, 732, 14572, 162, -329, -110
4662, 2712, 756, 14888, 77, -184, -233
