5, 2900, 1744, 14576, 387, -267, 170
18, 2972, 1720, 14172, 270, -21, 24
30, 2888, 1640, 14532, 16, 99, -91
64, 2912, 1888, 15468, 190, -257, -417
106, 2392, 2184, 15092, 375, -1, -243
146, 3124, 1748, 14936, 307, -267, -437
189, 2584, 1996, 14644, 127, -377, -547
232, 2332, 1932, 14980, 148, -41, -322
273, 2556, 1872, 14584, 346, -278, -245
316, 2480, 2008, 15180, 26, -17, -164
356, 2580, 1868, 15284, 284, -289, -213
399, 2528, 1808, 14828, 236, -206, -390
442, 2484, 2000, 14956, 434, -89, -214
483, 2608, 2088, 14652, 292, -314, -225
526, 2816, 1948, 14536, 173, -112, -279
569, 2468, 2088, 15008, 263, 33, -402
609, 2488, 2084, 14876, 134, -483, -118
652, 2516, 1936, 14652, 65, -445, -334
694, 2408, 1980, 15092, 132, 19, -208
734, 2544, 1904, 14700, 46, -278, -269
776, 2680, 1868, 14908, -62, -65, -271
817, 2304, 2052, 15208, 252, -427, -225
860, 2704, 1832, 14580, 280, -329, 3
900, 2932, 1728, 14788, 168, -234, -499
942, 2312, 2076, 15052, 217, -371, -533
985, 2384, 1904, 15028, 425, -278, -252
1028, 2848, 1620, 14200, 205, -442, -398
1071, 3372, 1436, 14908, -415, -877, -1490
1117, 1208, 3048, 15440, -240, -944, -1158
1163, 2364, 2116, 15024, 45, -349, -31
1204, 2996, 1584, 14736, 231, -185, -319
1248, 2600, 1800, 14880, 142, -8, -426
1289, 2404, 1980, 15164, 129, -74, -437
1332, 2416, 1804, 15220, 354, -301, 122
1375, 2752, 1740, 14884, 183, -168, -402
1418, 2296, 2128, 15044, 380, -132, -203
1462, 2776, 1676, 14848, 313, -303, -34
1505, 2704, 1864, 14936, 146, -192, -593
1548, 2320, 2136, 15256, 246, -389, -314
1592, 2624, 1940, 14632, 319, -538, 44
1634, 2648, 1784, 14388, 96, -495, -10
1675, 2784, 1864, 15104, 18, -195, -152
1718, 2716, 1984, 15176, 251, 1, -119
1759, 2880, 1908, 15180, 284, -382, -278
1802, 2884, 1824, 14376, 186, -219, -157
1846, 2840, 1804, 14908, 148, 7, -548
1886, 2152, 2088, 15056, 104, -222, -280
1930, 2476, 1724, 15052, 210, -453, -69
1973, 2592, 1684, 14736, 182, -336, -95
2015, 2800, 1596, 14840, 195, -303, 63
2057, 2760, 1692, 15176, 294, -333, -207
2101, 2476, 1920, 14772, 362, -142, -70
2143, 3240, 1656, 14896, 180, -346, -129
2187, 2728, 1592, 14832, 250, -365, -431
2231, 2704, 1056, 15100, 167, -365, 462
2273, 2872, 452, 16328, 557, -1434, 584
2316, 4116, 3104, 16732, 1374, -3159, 1203
2362, 9164, 13408, 15416, 1972, -1851, -3046
2409, -2272, 28404, 12136, -3, -1297, -7635
2456, -11844, 22008, 12580, -5260, 2295, 2974
2505, -2068, 5776, 16448, -2205, 7221, 13023
2552, 3716, -9208, 12800, 1347, -879, 17051
2599, 5304, -12636, 10716, -2458, 10510, 4990
2649, -2572, -12144, 18140, -8402, 11092, 4096
2699, 9580, -11676, 25152, 1950, 4930, 6805
2745, 5276, -9356, 15344, 4171, -8837, -7677
2793, -5936, -3424, 9360, 2598, -1472, -10827
2842, -6148, -708, 13364, 3619, 2277, -2498
2889, -3980, -1776, 14696, 594, -2740, 913
2934, -4, -3396, 14008, 296, -2077, 1751
2978, 2484, -5968, 13544, 448, -5280, -104
3024, 2468, -3808, 13636, -642, -3024, -3950
3072, 1764, -3812, 12884, -1701, 605, -4550
3119, 1200, -3532, 17596, -2394, -2316, -1627
3168, 2192, -3204, 17396, 1955, -2555, -4516
3215, 4508, -1512, 12848, -231, -48, -3811
3261, 384, 188, 15864, 2876, -3199, -1829
3306, 1920, 2552, 13460, 1245, 2022, -633
3350, 196, 4104, 14660, 2837, -170, 1095
3394, 1332, 5104, 17452, 2590, 136, 1915
3438, 3184, 5812, 12800, 3220, -1788, 3808
3483, 1936, 7300, 17404, 2539, 2474, 2178
3528, 3596, 6432, 12260, 771, -1854, 1315
3573, 1824, 7200, 14684, 240, 3742, 408
3615, 2828, 5724, 16252, -568, -754, 1095
3660, 3624, 5348, 14328, 626, 559, -860
3703, 1056, 3908, 16152, 1128, -6, 245
3744, 3124, 2336, 14636, -77, 283, -597
3787, 1564, 3528, 15648, 326, 779, -1933
3831, 1820, 2776, 14648, 736, -462, 446
3873, 2472, 2428, 14920, 650, -1, -1021
3916, 1952, 2608, 13968, 203, 35, -1003
3959, 1820, 2272, 14396, -59, 698, -1008
4002, 1464, 2300, 15044, 17, 36, -1338
4044, 1076, 2180, 14152, -381, -41, -1440
4089, 68, 2540, 15360, -189, -523, -599
4131, 848, 2144, 15768, 5, -321, -85
4171, 1228, 1852, 14968, 442, -1388, 162
4214, 1424, 1980, 15268, 217, -66, 462
